UID,Month,Longitude,Latitude,Crime_type
89537,2020-01,-0.133015,51.499938,Theft from the person
89538,2020-01,-0.140231,51.496806,Theft from the person
89539,2020-01,-0.143898,51.498051,Theft from the person
89540,2020-01,-0.141656,51.499328,Theft from the person
89541,2020-01,-0.140231,51.496806,Theft from the person
89542,2020-01,-0.143123,51.497985,Theft from the person
89543,2020-01,-0.140231,51.496806,Theft from the person
89544,2020-01,-0.142191,51.497511,Theft from the person
89545,2020-01,-0.145017,51.497817,Theft from the person
89546,2020-01,-0.131238,51.499702,Theft from the person
89547,2020-01,-0.138146,51.501665,Theft from the person
89548,2020-01,-0.140231,51.496806,Theft from the person
89549,2020-01,-0.140231,51.496806,Theft from the person
89550,2020-01,-0.140231,51.496806,Theft from the person
89551,2020-01,-0.140231,51.496806,Theft from the person
89552,2020-01,-0.140231,51.496806,Theft from the person
89553,2020-01,-0.140231,51.496806,Theft from the person
89554,2020-01,-0.140231,51.496806,Theft from the person
89555,2020-01,-0.140231,51.496806,Theft from the person
89556,2020-01,-0.140231,51.496806,Theft from the person
89557,2020-01,-0.132023,51.500237,Theft from the person
89558,2020-01,-0.140231,51.496806,Theft from the person
89559,2020-01,-0.140231,51.496806,Theft from the person
89560,2020-01,-0.143123,51.497985,Theft from the person
89597,2020-01,-0.132249,51.497183,Theft from the person
89598,2020-01,-0.131338,51.498328,Theft from the person
89698,2020-01,-0.124933,51.500969,Theft from the person
89699,2020-01,-0.128569,51.501207,Theft from the person
89700,2020-01,-0.125503,51.50149,Theft from the person
89701,2020-01,-0.128569,51.501207,Theft from the person
89702,2020-01,-0.129162,51.4994,Theft from the person
89703,2020-01,-0.125381,51.501992,Theft from the person
89704,2020-01,-0.129162,51.4994,Theft from the person
89705,2020-01,-0.129162,51.4994,Theft from the person
89706,2020-01,-0.122777,51.500844,Theft from the person
89707,2020-01,-0.121813,51.507133,Theft from the person
89708,2020-01,-0.129162,51.4994,Theft from the person
89709,2020-01,-0.124933,51.500969,Theft from the person
89710,2020-01,-0.129162,51.4994,Theft from the person
89711,2020-01,-0.121813,51.507133,Theft from the person
89712,2020-01,-0.124933,51.500969,Theft from the person
89713,2020-01,-0.122777,51.500844,Theft from the person
89812,2020-01,-0.138274,51.496406,Theft from the person
89813,2020-01,-0.138274,51.496406,Theft from the person
89814,2020-01,-0.137427,51.49668,Theft from the person
89815,2020-01,-0.137427,51.49668,Theft from the person
89816,2020-01,-0.137427,51.49668,Theft from the person
89817,2020-01,-0.140948,51.496188,Theft from the person
89818,2020-01,-0.140948,51.496188,Theft from the person
89865,2020-01,-0.127411,51.493239,Theft from the person
90039,2020-01,-0.141281,51.493315,Theft from the person
90040,2020-01,-0.140357,51.492312,Theft from the person
90041,2020-01,-0.139325,51.492187,Theft from the person
90042,2020-01,-0.141971,51.491231,Theft from the person
90075,2020-01,-0.145443,51.491223,Theft from the person
90143,2020-01,-0.149155,51.491327,Theft from the person
90144,2020-01,-0.149155,51.491327,Theft from the person
90145,2020-01,-0.149155,51.491327,Theft from the person
90146,2020-01,-0.149155,51.491327,Theft from the person
90147,2020-01,-0.149155,51.491327,Theft from the person
90148,2020-01,-0.151467,51.491507,Theft from the person
90149,2020-01,-0.149155,51.491327,Theft from the person
90150,2020-01,-0.149155,51.491327,Theft from the person
90285,2020-01,-0.144755,51.495736,Theft from the person
90286,2020-01,-0.143921,51.496424,Theft from the person
90287,2020-01,-0.147014,51.493694,Theft from the person
90288,2020-01,-0.147839,51.492529,Theft from the person
90289,2020-01,-0.143921,51.496424,Theft from the person
90290,2020-01,-0.147014,51.493694,Theft from the person
90291,2020-01,-0.147839,51.492529,Theft from the person
90292,2020-01,-0.142694,51.495775,Theft from the person
90293,2020-01,-0.143921,51.496424,Theft from the person
90294,2020-01,-0.145769,51.494538,Theft from the person
90295,2020-01,-0.144755,51.495736,Theft from the person
90296,2020-01,-0.145769,51.494538,Theft from the person
90297,2020-01,-0.146519,51.493093,Theft from the person
90298,2020-01,-0.144755,51.495736,Theft from the person
90299,2020-01,-0.143921,51.496424,Theft from the person
90300,2020-01,-0.147839,51.492529,Theft from the person
90301,2020-01,-0.143921,51.496424,Theft from the person
90302,2020-01,-0.146519,51.493093,Theft from the person
90303,2020-01,-0.143921,51.496424,Theft from the person
90304,2020-01,-0.144724,51.492615,Theft from the person
90305,2020-01,-0.147619,51.494387,Theft from the person
90306,2020-01,-0.143921,51.496424,Theft from the person
90307,2020-01,-0.144755,51.495736,Theft from the person
90308,2020-01,-0.144755,51.495736,Theft from the person
90309,2020-01,-0.143921,51.496424,Theft from the person
90310,2020-01,-0.143827,51.496602,Theft from the person
90311,2020-01,-0.143921,51.496424,Theft from the person
90312,2020-01,-0.145769,51.494538,Theft from the person
90336,2020-01,-0.150301,51.487919,Theft from the person
90400,2020-01,-0.136698,51.487353,Theft from the person
90726,2020-01,,,Theft from the person
90727,2020-01,,,Theft from the person
90728,2020-01,,,Theft from the person
90729,2020-01,,,Theft from the person
90730,2020-01,,,Theft from the person
90731,2020-01,,,Theft from the person
90732,2020-01,,,Theft from the person
90733,2020-01,,,Theft from the person
90734,2020-01,,,Theft from the person
90735,2020-01,,,Theft from the person
90736,2020-01,,,Theft from the person
90737,2020-01,,,Theft from the person
90738,2020-01,,,Theft from the person
90739,2020-01,,,Theft from the person
90740,2020-01,,,Theft from the person
90741,2020-01,,,Theft from the person
90742,2020-01,,,Theft from the person
90743,2020-01,,,Theft from the person
90744,2020-01,,,Theft from the person
90745,2020-01,,,Theft from the person
90746,2020-01,,,Theft from the person
90747,2020-01,,,Theft from the person
90748,2020-01,,,Theft from the person
90749,2020-01,,,Theft from the person
90750,2020-01,,,Theft from the person
90751,2020-01,,,Theft from the person
90752,2020-01,,,Theft from the person
90753,2020-01,,,Theft from the person
90754,2020-01,,,Theft from the person
90755,2020-01,,,Theft from the person
90756,2020-01,,,Theft from the person
90757,2020-01,,,Theft from the person
90758,2020-01,,,Theft from the person
90759,2020-01,,,Theft from the person
90760,2020-01,,,Theft from the person
90761,2020-01,,,Theft from the person
90762,2020-01,,,Theft from the person
90763,2020-01,,,Theft from the person
90764,2020-01,,,Theft from the person
90765,2020-01,,,Theft from the person
90766,2020-01,,,Theft from the person
90767,2020-01,,,Theft from the person
90768,2020-01,,,Theft from the person
90769,2020-01,,,Theft from the person
90770,2020-01,,,Theft from the person
90771,2020-01,,,Theft from the person
90772,2020-01,,,Theft from the person
90773,2020-01,,,Theft from the person
90774,2020-01,,,Theft from the person
90775,2020-01,,,Theft from the person
90776,2020-01,,,Theft from the person
90777,2020-01,,,Theft from the person
0,2020-01,-0.106453,51.518207,Theft from the person
45,2020-01,-0.094115,51.516497,Theft from the person
48,2020-01,-0.094468,51.521853,Theft from the person
49,2020-01,-0.094468,51.521853,Theft from the person
84,2020-01,-0.076095,51.512462,Theft from the person
85,2020-01,-0.074958,51.514151,Theft from the person
86,2020-01,-0.075196,51.512609,Theft from the person
87,2020-01,-0.074958,51.514151,Theft from the person
461,2020-01,-0.079786,51.517576,Theft from the person
462,2020-01,-0.080318,51.520678,Theft from the person
463,2020-01,-0.088042,51.511794,Theft from the person
464,2020-01,-0.089451,51.517032,Theft from the person
465,2020-01,-0.08778,51.508066,Theft from the person
466,2020-01,-0.082628,51.518189,Theft from the person
467,2020-01,-0.080146,51.514848,Theft from the person
468,2020-01,-0.089475,51.513355,Theft from the person
469,2020-01,-0.08778,51.508066,Theft from the person
470,2020-01,-0.096814,51.512952,Theft from the person
471,2020-01,-0.085355,51.510563,Theft from the person
472,2020-01,-0.08655,51.512651,Theft from the person
473,2020-01,-0.097645,51.515142,Theft from the person
474,2020-01,-0.08778,51.508066,Theft from the person
475,2020-01,-0.098777,51.512526,Theft from the person
476,2020-01,-0.09472,51.51442,Theft from the person
477,2020-01,-0.088225,51.514656,Theft from the person
478,2020-01,-0.078484,51.51768,Theft from the person
479,2020-01,-0.094628,51.514203,Theft from the person
480,2020-01,-0.082913,51.513463,Theft from the person
481,2020-01,-0.084284,51.510671,Theft from the person
482,2020-01,-0.083296,51.517058,Theft from the person
483,2020-01,-0.090506,51.513524,Theft from the person
484,2020-01,-0.083972,51.510549,Theft from the person
485,2020-01,-0.089698,51.511812,Theft from the person
486,2020-01,-0.08778,51.508066,Theft from the person
487,2020-01,-0.078665,51.50995,Theft from the person
488,2020-01,-0.085014,51.509775,Theft from the person
489,2020-01,-0.088203,51.518262,Theft from the person
490,2020-01,-0.082458,51.517431,Theft from the person
491,2020-01,-0.082458,51.517431,Theft from the person
492,2020-01,-0.094464,51.512959,Theft from the person
493,2020-01,-0.101452,51.51265,Theft from the person
494,2020-01,-0.084768,51.512882,Theft from the person
495,2020-01,-0.101055,51.513552,Theft from the person
496,2020-01,-0.087086,51.512596,Theft from the person
497,2020-01,-0.094628,51.514203,Theft from the person
498,2020-01,-0.079786,51.517576,Theft from the person
651,2020-01,-0.102741,51.513885,Theft from the person
652,2020-01,-0.108965,51.516386,Theft from the person
653,2020-01,-0.105134,51.513869,Theft from the person
654,2020-01,-0.104252,51.516733,Theft from the person
655,2020-01,-0.111181,51.516476,Theft from the person
656,2020-01,-0.109709,51.517909,Theft from the person
657,2020-01,-0.112939,51.518231,Theft from the person
658,2020-01,-0.1043,51.511761,Theft from the person
659,2020-01,-0.108231,51.513928,Theft from the person
660,2020-01,-0.104887,51.516347,Theft from the person
661,2020-01,-0.100884,51.516966,Theft from the person
686,2020-01,-0.097929,51.52181,Theft from the person
687,2020-01,-0.097929,51.52181,Theft from the person
700,2020-01,-0.104503,51.508257,Theft from the person
722,2020-01,-0.074901,51.506255,Theft from the person
723,2020-01,-0.07385,51.509313,Theft from the person
724,2020-01,-0.074901,51.506255,Theft from the person
725,2020-01,-0.07913,51.507808,Theft from the person
726,2020-01,-0.074901,51.506255,Theft from the person
777,2020-01,,,Theft from the person
778,2020-01,,,Theft from the person
779,2020-01,,,Theft from the person
780,2020-01,,,Theft from the person
781,2020-01,,,Theft from the person
782,2020-01,,,Theft from the person
342,2020-06,0.148434,51.559364,Theft from the person
343,2020-06,0.148331,51.560247,Theft from the person
602,2020-06,0.113487,51.552741,Theft from the person
769,2020-06,0.165546,51.54511,Theft from the person
873,2020-06,0.094362,51.545575,Theft from the person
874,2020-06,0.094362,51.545575,Theft from the person
908,2020-06,0.127251,51.537322,Theft from the person
1049,2020-06,0.145962,51.539652,Theft from the person
1050,2020-06,0.147969,51.541234,Theft from the person
1160,2020-06,0.148729,51.540842,Theft from the person
1237,2020-06,0.080477,51.539024,Theft from the person
1238,2020-06,0.080477,51.539024,Theft from the person
1392,2020-06,0.077044,51.537106,Theft from the person
1393,2020-06,0.077044,51.537106,Theft from the person
1394,2020-06,0.077044,51.537106,Theft from the person
1395,2020-06,0.077044,51.537106,Theft from the person
1396,2020-06,0.080758,51.538848,Theft from the person
1397,2020-06,0.077044,51.537106,Theft from the person
1398,2020-06,0.076951,51.536326,Theft from the person
1399,2020-06,0.081271,51.536186,Theft from the person
1400,2020-06,0.077044,51.537106,Theft from the person
1401,2020-06,0.081891,51.538414,Theft from the person
1487,2020-06,0.082375,51.54015,Theft from the person
1772,2020-06,0.086619,51.53583,Theft from the person
1901,2020-06,0.157565,51.533414,Theft from the person
2003,2020-06,0.080857,51.533747,Theft from the person
2067,2020-06,0.070764,51.536309,Theft from the person
2258,2020-06,-0.203057,51.655304,Theft from the person
2284,2020-06,-0.201452,51.65715,Theft from the person
2673,2020-06,-0.171703,51.64947,Theft from the person
2832,2020-06,-0.175853,51.631433,Theft from the person
3029,2020-06,-0.176122,51.617895,Theft from the person
3200,2020-06,-0.265025,51.616913,Theft from the person
3513,2020-06,-0.275067,51.614921,Theft from the person
3537,2020-06,-0.275983,51.612875,Theft from the person
3640,2020-06,-0.179864,51.611379,Theft from the person
3683,2020-06,-0.177281,51.610602,Theft from the person
3692,2020-06,-0.19175,51.615376,Theft from the person
3762,2020-06,-0.249072,51.609564,Theft from the person
4098,2020-06,-0.203774,51.602063,Theft from the person
4385,2020-06,-0.195635,51.594277,Theft from the person
4401,2020-06,-0.167642,51.592431,Theft from the person
4416,2020-06,-0.166506,51.591263,Theft from the person
4427,2020-06,-0.164604,51.58938,Theft from the person
4817,2020-06,-0.182155,51.585463,Theft from the person
4987,2020-06,-0.201962,51.584671,Theft from the person
5272,2020-06,-0.194197,51.57118,Theft from the person
5324,2020-06,-0.215235,51.557213,Theft from the person
5444,2020-06,-0.224537,51.576166,Theft from the person
5445,2020-06,-0.224537,51.576166,Theft from the person
5446,2020-06,-0.224537,51.576166,Theft from the person
5447,2020-06,-0.224537,51.576166,Theft from the person
5655,2020-06,0.125944,51.498757,Theft from the person
5693,2020-06,0.128463,51.507363,Theft from the person
5735,2020-06,0.12177,51.492942,Theft from the person
5736,2020-06,0.12177,51.492942,Theft from the person
5814,2020-06,0.140182,51.493282,Theft from the person
6413,2020-06,0.180239,51.471096,Theft from the person
6438,2020-06,0.171553,51.474971,Theft from the person
6603,2020-06,0.143626,51.457374,Theft from the person
6622,2020-06,0.148747,51.456057,Theft from the person
6649,2020-06,0.134189,51.458733,Theft from the person
6710,2020-06,0.107745,51.461864,Theft from the person
7075,2020-06,0.089379,51.444594,Theft from the person
7246,2020-06,0.09115,51.424769,Theft from the person
7475,2020-06,0.0948,51.463364,Theft from the person
7562,2020-06,-0.270781,51.598492,Theft from the person
7614,2020-06,-0.248618,51.584199,Theft from the person
8345,2020-06,-0.233183,51.566477,Theft from the person
8621,2020-06,-0.251066,51.55992,Theft from the person
8811,2020-06,-0.216678,51.554636,Theft from the person
8812,2020-06,-0.216021,51.556668,Theft from the person
8971,2020-06,-0.278962,51.562733,Theft from the person
9325,2020-06,-0.296325,51.552888,Theft from the person
9326,2020-06,-0.297689,51.55423,Theft from the person
9327,2020-06,-0.295192,51.553115,Theft from the person
9354,2020-06,-0.28729,51.553431,Theft from the person
9421,2020-06,-0.262474,51.554343,Theft from the person
9422,2020-06,-0.262474,51.554343,Theft from the person
9713,2020-06,-0.212724,51.54437,Theft from the person
9777,2020-06,-0.242564,51.548445,Theft from the person
9870,2020-06,-0.237012,51.540583,Theft from the person
9871,2020-06,-0.238393,51.546269,Theft from the person
9984,2020-06,-0.254237,51.540013,Theft from the person
9985,2020-06,-0.252954,51.539634,Theft from the person
10448,2020-06,-0.198453,51.541643,Theft from the person
10449,2020-06,-0.198453,51.541643,Theft from the person
10450,2020-06,-0.201008,51.543777,Theft from the person
10518,2020-06,-0.196683,51.540815,Theft from the person
10519,2020-06,-0.196548,51.540229,Theft from the person
10941,2020-06,-0.244409,51.537987,Theft from the person
10968,2020-06,-0.239065,51.534832,Theft from the person
11097,2020-06,-0.211218,51.533493,Theft from the person
11177,2020-06,-0.232213,51.531581,Theft from the person
11312,2020-06,-0.197958,51.530817,Theft from the person
11346,2020-06,0.040349,51.438776,Theft from the person
11583,2020-06,-0.042761,51.418584,Theft from the person
11950,2020-06,0.016567,51.403891,Theft from the person
12103,2020-06,-0.053275,51.414505,Theft from the person
12710,2020-06,0.010663,51.403345,Theft from the person
12711,2020-06,0.014253,51.405208,Theft from the person
12712,2020-06,0.014448,51.404089,Theft from the person
12713,2020-06,0.014448,51.404089,Theft from the person
12714,2020-06,0.014448,51.404089,Theft from the person
12852,2020-06,0.119821,51.412707,Theft from the person
13017,2020-06,0.105188,51.390003,Theft from the person
13388,2020-06,0.101878,51.378938,Theft from the person
13676,2020-06,0.021563,51.379578,Theft from the person
13942,2020-06,-0.038302,51.401783,Theft from the person
14038,2020-06,0.031988,51.30928,Theft from the person
14131,2020-06,-0.14856,51.555775,Theft from the person
14219,2020-06,-0.174342,51.554957,Theft from the person
14220,2020-06,-0.172308,51.559988,Theft from the person
14366,2020-06,-0.141167,51.55029,Theft from the person
14367,2020-06,-0.141167,51.55029,Theft from the person
14397,2020-06,-0.178968,51.556503,Theft from the person
14543,2020-06,-0.164659,51.555039,Theft from the person
14715,2020-06,-0.141211,51.549553,Theft from the person
14716,2020-06,-0.141184,51.548447,Theft from the person
14790,2020-06,-0.177538,51.545717,Theft from the person
14791,2020-06,-0.179098,51.546739,Theft from the person
14792,2020-06,-0.177538,51.545717,Theft from the person
14837,2020-06,-0.164029,51.553842,Theft from the person
14942,2020-06,-0.12931,51.548879,Theft from the person
14959,2020-06,-0.186976,51.551385,Theft from the person
14979,2020-06,-0.19523,51.54912,Theft from the person
14980,2020-06,-0.19523,51.54912,Theft from the person
15056,2020-06,-0.192089,51.549395,Theft from the person
15539,2020-06,-0.13689,51.541643,Theft from the person
15611,2020-06,-0.184539,51.546662,Theft from the person
15668,2020-06,-0.179778,51.546345,Theft from the person
15669,2020-06,-0.179778,51.546345,Theft from the person
15699,2020-06,-0.17876,51.54222,Theft from the person
15725,2020-06,-0.174124,51.542741,Theft from the person
15726,2020-06,-0.175916,51.5441,Theft from the person
15727,2020-06,-0.175916,51.5441,Theft from the person
15728,2020-06,-0.175164,51.543432,Theft from the person
15729,2020-06,-0.175916,51.5441,Theft from the person
15800,2020-06,-0.154092,51.54348,Theft from the person
15888,2020-06,-0.15076,51.537448,Theft from the person
15918,2020-06,-0.140815,51.540519,Theft from the person
15986,2020-06,-0.134812,51.542015,Theft from the person
16027,2020-06,-0.130788,51.537113,Theft from the person
16028,2020-06,-0.134077,51.534971,Theft from the person
16058,2020-06,-0.18887,51.538914,Theft from the person
16085,2020-06,-0.191139,51.536971,Theft from the person
16086,2020-06,-0.193577,51.538762,Theft from the person
16087,2020-06,-0.191378,51.538593,Theft from the person
16088,2020-06,-0.193109,51.538215,Theft from the person
16089,2020-06,-0.193109,51.538215,Theft from the person
16148,2020-06,-0.179156,51.540248,Theft from the person
16180,2020-06,-0.187659,51.540011,Theft from the person
16181,2020-06,-0.183468,51.540234,Theft from the person
16182,2020-06,-0.186474,51.540064,Theft from the person
16259,2020-06,-0.144494,51.539768,Theft from the person
16260,2020-06,-0.14198,51.538109,Theft from the person
16261,2020-06,-0.142998,51.539681,Theft from the person
16262,2020-06,-0.142998,51.539681,Theft from the person
16291,2020-06,-0.138344,51.525084,Theft from the person
16292,2020-06,-0.139304,51.525235,Theft from the person
16293,2020-06,-0.146463,51.5314,Theft from the person
16352,2020-06,-0.141287,51.537073,Theft from the person
16400,2020-06,-0.141648,51.53671,Theft from the person
16459,2020-06,-0.131546,51.534445,Theft from the person
16460,2020-06,-0.126699,51.533442,Theft from the person
16535,2020-06,-0.127884,51.528461,Theft from the person
16536,2020-06,-0.131558,51.528169,Theft from the person
16581,2020-06,-0.133296,51.528664,Theft from the person
16685,2020-06,-0.117726,51.52971,Theft from the person
16723,2020-06,-0.122793,51.529908,Theft from the person
16765,2020-06,-0.123567,51.525811,Theft from the person
16806,2020-06,-0.123569,51.526818,Theft from the person
16822,2020-06,-0.127544,51.52797,Theft from the person
16823,2020-06,-0.12827,51.527478,Theft from the person
16842,2020-06,-0.124797,51.526056,Theft from the person
16843,2020-06,-0.12741,51.525252,Theft from the person
16893,2020-06,-0.130687,51.520916,Theft from the person
16894,2020-06,-0.131487,51.517233,Theft from the person
16895,2020-06,-0.130625,51.51926,Theft from the person
16896,2020-06,-0.131487,51.517233,Theft from the person
16927,2020-06,-0.140132,51.524016,Theft from the person
16928,2020-06,-0.140132,51.524016,Theft from the person
16957,2020-06,-0.131804,51.526374,Theft from the person
16958,2020-06,-0.129994,51.526588,Theft from the person
17010,2020-06,-0.136933,51.524693,Theft from the person
17011,2020-06,-0.134791,51.521017,Theft from the person
17012,2020-06,-0.135759,51.522732,Theft from the person
17048,2020-06,-0.116835,51.521252,Theft from the person
17049,2020-06,-0.120863,51.520399,Theft from the person
17050,2020-06,-0.11967,51.522071,Theft from the person
17086,2020-06,-0.109836,51.522147,Theft from the person
17087,2020-06,-0.106792,51.52047,Theft from the person
17088,2020-06,-0.106792,51.52047,Theft from the person
17089,2020-06,-0.111901,51.522414,Theft from the person
17100,2020-06,-0.110608,51.518823,Theft from the person
17181,2020-06,-0.129686,51.516512,Theft from the person
17182,2020-06,-0.129783,51.517997,Theft from the person
17254,2020-06,-0.117002,51.517208,Theft from the person
17255,2020-06,-0.121251,51.518688,Theft from the person
17256,2020-06,-0.118925,51.520575,Theft from the person
17257,2020-06,-0.111962,51.518494,Theft from the person
17258,2020-06,-0.12221,51.520592,Theft from the person
17259,2020-06,-0.111962,51.518494,Theft from the person
17260,2020-06,-0.118955,51.517041,Theft from the person
17261,2020-06,-0.111962,51.518494,Theft from the person
17336,2020-06,-0.123654,51.514923,Theft from the person
17337,2020-06,-0.120575,51.517238,Theft from the person
17338,2020-06,-0.125247,51.517898,Theft from the person
17339,2020-06,-0.120513,51.516662,Theft from the person
17340,2020-06,-0.120151,51.516341,Theft from the person
17341,2020-06,-0.119656,51.515425,Theft from the person
17406,2020-06,-0.129599,51.514046,Theft from the person
17407,2020-06,-0.127156,51.51318,Theft from the person
17448,2020-06,-0.107147,51.51713,Theft from the person
17449,2020-06,-0.109709,51.517909,Theft from the person
17450,2020-06,-0.11071,51.513914,Theft from the person
17607,2020-06,-0.09876,51.416979,Theft from the person
18000,2020-06,-0.095667,51.398655,Theft from the person
18423,2020-06,-0.100943,51.397275,Theft from the person
18424,2020-06,-0.101626,51.395704,Theft from the person
18425,2020-06,-0.100919,51.398561,Theft from the person
19037,2020-06,-0.109649,51.385564,Theft from the person
19038,2020-06,-0.109322,51.384776,Theft from the person
19544,2020-06,-0.103201,51.379182,Theft from the person
19545,2020-06,-0.10328,51.378653,Theft from the person
19653,2020-06,-0.100332,51.376978,Theft from the person
20056,2020-06,-0.102564,51.374775,Theft from the person
20057,2020-06,-0.104524,51.374294,Theft from the person
20168,2020-06,-0.1066,51.370982,Theft from the person
20255,2020-06,-0.050636,51.374426,Theft from the person
20388,2020-06,-0.099473,51.371703,Theft from the person
20389,2020-06,-0.098791,51.36805,Theft from the person
20474,2020-06,-0.096049,51.374219,Theft from the person
20997,2020-06,-0.039999,51.350651,Theft from the person
21182,2020-06,-0.117076,51.336942,Theft from the person
21183,2020-06,-0.117076,51.336942,Theft from the person
21312,2020-06,-0.134223,51.314888,Theft from the person
21487,2020-06,-0.063802,51.391694,Theft from the person
21518,2020-06,-0.050996,51.39168,Theft from the person
21798,2020-06,-0.373993,51.544567,Theft from the person
22098,2020-06,-0.381525,51.540804,Theft from the person
22882,2020-06,-0.271642,51.527466,Theft from the person
23016,2020-06,-0.343386,51.520075,Theft from the person
23112,2020-06,-0.330332,51.521922,Theft from the person
23129,2020-06,-0.322346,51.516818,Theft from the person
23195,2020-06,-0.316946,51.513161,Theft from the person
23319,2020-06,-0.303699,51.512854,Theft from the person
23320,2020-06,-0.301446,51.513379,Theft from the person
23351,2020-06,-0.301696,51.514794,Theft from the person
23580,2020-06,-0.376664,51.508815,Theft from the person
23581,2020-06,-0.376664,51.508815,Theft from the person
23605,2020-06,-0.252074,51.518561,Theft from the person
23982,2020-06,-0.28775,51.509654,Theft from the person
23983,2020-06,-0.28775,51.509654,Theft from the person
24007,2020-06,-0.285453,51.510574,Theft from the person
24977,2020-06,-0.387898,51.501641,Theft from the person
25083,2020-06,-0.380885,51.499926,Theft from the person
25233,2020-06,-0.040383,51.675813,Theft from the person
25330,2020-06,-0.048347,51.672906,Theft from the person
25620,2020-06,-0.059258,51.665326,Theft from the person
25621,2020-06,-0.059258,51.665326,Theft from the person
25660,2020-06,-0.057098,51.660714,Theft from the person
25954,2020-06,-0.083347,51.65235,Theft from the person
25955,2020-06,-0.083347,51.65235,Theft from the person
26388,2020-06,-0.05157,51.644301,Theft from the person
26621,2020-06,-0.069965,51.642033,Theft from the person
26622,2020-06,-0.069965,51.642033,Theft from the person
26651,2020-06,-0.08142,51.651078,Theft from the person
26652,2020-06,-0.080565,51.651478,Theft from the person
26799,2020-06,-0.084177,51.651186,Theft from the person
26800,2020-06,-0.084177,51.651186,Theft from the person
26906,2020-06,-0.045126,51.642251,Theft from the person
26907,2020-06,-0.044918,51.643048,Theft from the person
27256,2020-06,-0.045781,51.630041,Theft from the person
27821,2020-06,-0.108483,51.617355,Theft from the person
27822,2020-06,-0.107916,51.619171,Theft from the person
27915,2020-06,-0.053618,51.614372,Theft from the person
27995,2020-06,-0.060455,51.622057,Theft from the person
27996,2020-06,-0.056526,51.625418,Theft from the person
27997,2020-06,-0.056526,51.625418,Theft from the person
27998,2020-06,-0.060455,51.622057,Theft from the person
28049,2020-06,-0.061491,51.621139,Theft from the person
28284,2020-06,-0.064157,51.612451,Theft from the person
28304,2020-06,-0.061024,51.610744,Theft from the person
28409,2020-06,-0.047961,51.609197,Theft from the person
28499,2020-06,-0.098007,51.614659,Theft from the person
28555,2020-06,-0.114733,51.60876,Theft from the person
28617,2020-06,-0.110391,51.617682,Theft from the person
28742,2020-06,-0.067072,51.610826,Theft from the person
28976,2020-06,0.119296,51.509804,Theft from the person
29207,2020-06,0.103717,51.489455,Theft from the person
29246,2020-06,0.047461,51.493535,Theft from the person
29341,2020-06,0.072015,51.490496,Theft from the person
29342,2020-06,0.06871,51.491301,Theft from the person
29414,2020-06,0.065944,51.491304,Theft from the person
29415,2020-06,0.065944,51.491304,Theft from the person
29825,2020-06,0.083634,51.494148,Theft from the person
29990,2020-06,0.070443,51.487277,Theft from the person
30274,2020-06,0.030291,51.478024,Theft from the person
30540,2020-06,0.063462,51.475899,Theft from the person
30643,2020-06,0.027302,51.468742,Theft from the person
30938,2020-06,0.052901,51.450769,Theft from the person
30939,2020-06,0.05002,51.450694,Theft from the person
31321,2020-06,0.023643,51.454389,Theft from the person
31446,2020-06,-0.022618,51.483038,Theft from the person
31484,2020-06,-0.015516,51.477109,Theft from the person
31536,2020-06,0.023561,51.489633,Theft from the person
31537,2020-06,0.024196,51.489011,Theft from the person
31645,2020-06,0.018078,51.490411,Theft from the person
32087,2020-06,-0.071649,51.572666,Theft from the person
32088,2020-06,-0.073414,51.573252,Theft from the person
32133,2020-06,-0.071382,51.573533,Theft from the person
32174,2020-06,-0.067521,51.574054,Theft from the person
32285,2020-06,-0.095803,51.570677,Theft from the person
32286,2020-06,-0.090674,51.572554,Theft from the person
32287,2020-06,-0.090674,51.572554,Theft from the person
32485,2020-06,-0.072207,51.563583,Theft from the person
32548,2020-06,-0.069456,51.561767,Theft from the person
32568,2020-06,-0.096113,51.568092,Theft from the person
32652,2020-06,-0.101056,51.56409,Theft from the person
32880,2020-06,-0.073265,51.562441,Theft from the person
32946,2020-06,-0.068489,51.557012,Theft from the person
32989,2020-06,-0.056797,51.560541,Theft from the person
33194,2020-06,-0.053904,51.557013,Theft from the person
33300,2020-06,-0.089659,51.55752,Theft from the person
33426,2020-06,-0.034283,51.554366,Theft from the person
33480,2020-06,-0.074415,51.551623,Theft from the person
33481,2020-06,-0.075656,51.551257,Theft from the person
33581,2020-06,-0.074791,51.554669,Theft from the person
33607,2020-06,-0.041374,51.550816,Theft from the person
33753,2020-06,-0.059665,51.548764,Theft from the person
33883,2020-06,-0.054288,51.55005,Theft from the person
33944,2020-06,-0.056738,51.546368,Theft from the person
34061,2020-06,-0.035893,51.547802,Theft from the person
34084,2020-06,-0.035554,51.544289,Theft from the person
34236,2020-06,-0.048568,51.543481,Theft from the person
34237,2020-06,-0.048568,51.543481,Theft from the person
34293,2020-06,-0.041998,51.547031,Theft from the person
34369,2020-06,-0.068458,51.55059,Theft from the person
34370,2020-06,-0.072189,51.548314,Theft from the person
34371,2020-06,-0.074217,51.547762,Theft from the person
34437,2020-06,-0.060292,51.544521,Theft from the person
34438,2020-06,-0.060292,51.544521,Theft from the person
34439,2020-06,-0.057535,51.544592,Theft from the person
34501,2020-06,-0.07017,51.540124,Theft from the person
34502,2020-06,-0.07017,51.540124,Theft from the person
34594,2020-06,-0.081994,51.544266,Theft from the person
